MAC,Vendor,Country
50-3F-50,Huawei Device Co._ Ltd.,CN
2C-69-1D,IEEE Registration Authority,US
40-A5-3B,Nokia,CA
74-80-3F,Renesas Electronics (Penang) Sdn. Bhd.,MY
5C-60-BA,HP Inc.,US
BC-F8-8B,zte corporation,CN
68-53-9D,EM Microelectronic,CH
E0-51-D8,China Dragon Technology Limited,CN
E8-CC-8C,Chengdu Jiarui Hualian Communication Technology Co,CN
E4-65-64,SHENZHEN KTC TECHNOLOGY CO._LTD,CN
E0-EF-02,Chengdu Quanjing Intelligent Technology Co._Ltd,CN
4C-A3-A7,TECNO MOBILE LIMITED,HK
B0-67-B5,Apple_ Inc.,US
5C-52-84,Apple_ Inc.,US
C0-95-6D,Apple_ Inc.,US
90-0A-62,Inventus Power Eletronica do Brasil LTDA,BR
04-43-FD,Sichuan Tianyi Comheart Telecom Co._LTD,CN
7C-DE-78,New H3C Technologies Co._ Ltd,CN
A4-89-7E,Guangzhou Yuhong Technology Co._Ltd.,CN
EC-A1-38,Amazon Technologies Inc.,US
3C-E0-64,Texas Instruments,US
E0-92-8F,Texas Instruments,US
CC-03-7B,Texas Instruments,US
58-1C-F8,Intel Corporate,MY
AC-19-8E,Intel Corporate,MY
C8-5E-A9,Intel Corporate,MY
C8-BF-4C,Beijing Xiaomi Mobile Software Co._ Ltd,CN
3C-39-C8,Apple_ Inc.,US
A8-AB-B5,Apple_ Inc.,US
58-64-C4,Apple_ Inc.,US
AC-84-C6,TP-LINK TECHNOLOGIES CO._LTD.,CN
1C-0E-D3,Sichuan Tianyi Comheart Telecom Co._LTD,CN
CC-29-BD,zte corporation,CN
38-5C-FB,Silicon Laboratories,US
C4-3D-1A,Intel Corporate,MY
04-E8-B9,Intel Corporate,MY
E0-2E-0B,Intel Corporate,MY
38-0A-4F,PRACHI ENTERPRISES,IN
0C-BE-F1,Huawei Device Co._ Ltd.,CN
AC-93-6A,Huawei Device Co._ Ltd.,CN
38-A4-4B,Huawei Device Co._ Ltd.,CN
80-19-70,Samsung Electronics Co._Ltd,KR
B8-FB-AF,Xiamen IPRT Technology CO._LTD,CN
34-85-18,Espressif Inc.,CN
54-9A-11,IEEE Registration Authority,US
E0-F7-28,Amazon Technologies Inc.,US
24-29-34,Google_ Inc.,US
EC-E6-A2,Fiberhome Telecommunication Technologies Co._LTD,CN
38-22-F4,Huawei Device Co._ Ltd.,CN
80-02-F4,IEEE Registration Authority,US
14-9B-F3,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
B8-50-D8,Beijing Xiaomi Mobile Software Co._ Ltd,CN
C0-9F-51,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,CN
10-07-1D,Fiberhome Telecommunication Technologies Co._LTD,CN
10-B2-32,Qingdao Intelligent&Precise Electronics Co._Ltd.,CN
AC-5A-F0,LG Electronics,KR
EC-A6-2F,HUAWEI TECHNOLOGIES CO._LTD,CN
A0-CD-F3,Murata Manufacturing Co._ Ltd.,JP
B4-8A-0A,Espressif Inc.,CN
C8-3A-1B,Toshiba TEC Corporation Inc,JP
C8-C1-3C,RuggedTek Hangzhou Co._ Ltd,CN
5C-53-C3,Ubee Interactive Co._ Limited,HK
84-70-D7,eero inc.,US
9C-1F-CA,Hangzhou AlmightyDigit Technology Co._ Ltd,CN
24-2C-FE,Zhejiang Tmall Technology Co._ Ltd.,CN
A0-42-D1,Huawei Device Co._ Ltd.,CN
58-87-9F,Huawei Device Co._ Ltd.,CN
2C-DC-78,Descartes Systems (USA) LLC,US
F4-B3-B1,Silicon Laboratories,US
58-1D-D8,Sagemcom Broadband SAS,FR
E8-D8-7E,Amazon Technologies Inc.,US
30-D5-87,Samsung Electronics Co._Ltd,KR
08-E6-3B,zte corporation,CN
88-C1-74,zte corporation,CN
C8-9E-61,Lyngsoe Systems LTd,CA
6C-15-24,IEEE Registration Authority,US
C0-8D-51,Amazon Technologies Inc.,US
44-B4-B2,Amazon Technologies Inc.,US
AC-CC-FC,Amazon Technologies Inc.,US
14-F5-92,Shenzhen SDG DONZHI Technology Co._ Ltd,CN
4C-09-FA,FRONTIER SMART TECHNOLOGIES LTD,GB
E8-DC-6C,Cisco Systems_ Inc,US
68-A7-B4,Honor Device Co._ Ltd.,CN
80-3C-20,HUAWEI TECHNOLOGIES CO._LTD,CN
A4-DD-58,HUAWEI TECHNOLOGIES CO._LTD,CN
2C-82-17,Apple_ Inc.,US
78-03-4F,Nokia,CA
9C-57-BC,eero inc.,US
00-15-A6,Digital Electronics Products Ltd.,HK
00-0A-D0,Niigata Develoment Center_  F.I.T. Co._ Ltd.,JP
7C-EF-40,Nextorage Corporation,JP
C0-E0-1C,IoT Security Group_ SL,ES
A8-A2-37,Arcadyan Corporation,TW
F8-AB-82,Xiaomi Communications Co Ltd,CN
EC-30-B3,Xiaomi Communications Co Ltd,CN
90-2C-FB,CanTops Co_.Ltd.,KR
1C-AF-4A,Samsung Electronics Co._Ltd,KR
C8-12-0B,Samsung Electronics Co._Ltd,KR
28-BE-43,vivo Mobile Communication Co._ Ltd.,CN
2C-FC-8B,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
28-74-F5,Nokia Solutions and Networks GmbH & Co. KG,DE
B0-3F-64,Apple_ Inc.,US
14-2D-4D,Apple_ Inc.,US
EC-42-CC,Apple_ Inc.,US
B8-21-1C,Apple_ Inc.,US
A0-44-66,Intellics,KR
44-6D-7F,Amazon Technologies Inc.,US
24-06-F2,Sichuan Tianyi Comheart Telecom Co._LTD,CN
AC-8F-A9,Nokia Solutions and Networks GmbH & Co. KG,DE
44-29-1E,AltoBeam (China) Inc.,CN
24-EB-ED,HUAWEI TECHNOLOGIES CO._LTD,CN
AC-51-AB,HUAWEI TECHNOLOGIES CO._LTD,CN
48-CD-D3,HUAWEI TECHNOLOGIES CO._LTD,CN
A8-C9-8A,New H3C Technologies Co._ Ltd,CN
E0-27-6C,Guangzhou Shiyuan Electronic Technology Company Limited,CN
DC-8E-95,Silicon Laboratories,US
00-26-04,WorldCast Systems,FR
F8-AD-24,Realme Chongqing Mobile Telecommunications Corp._Ltd.,CN
CC-66-18,Adtran Inc,US
C0-C1-70,Shenzhen SuperElectron Technology Co._Ltd.,CN
50-42-89,zte corporation,CN
04-E3-1A,Sagemcom Broadband SAS,FR
18-BC-57,ADVA Optical Networking Ltd.,GB
D8-E2-DF,Microsoft Corporation,US
E8-EB-D3,Mellanox Technologies_ Inc.,US
6C-99-9D,Amazon Technologies Inc.,US
68-18-D9,Hill AFB - CAPRE Group,US
1C-61-B4,TP-Link Corporation Limited,HK
9C-A2-F4,TP-Link Corporation Limited,HK
7C-6A-60,China Mobile Group Device Co._Ltd.,CN
B4-69-5F,TCT mobile ltd,CN
6C-0F-61,Hypervolt Ltd,GB
24-75-3A,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
6C-93-08,IEEE Registration Authority,US
38-8F-30,Samsung Electronics Co._Ltd,KR
84-C6-92,Texas Instruments,US
6C-B2-FD,Texas Instruments,US
C0-06-0C,HUAWEI TECHNOLOGIES CO._LTD,CN
B0-A4-F0,HUAWEI TECHNOLOGIES CO._LTD,CN
8C-15-53,Beijing Memblaze Technology Co Ltd,CN
6C-B1-58,TP-LINK TECHNOLOGIES CO._LTD.,CN
A8-53-7D,Mist Systems_ Inc.,US
30-34-22,eero inc.,US
30-2B-DC,Top-Unum Electronics Co._ LTD,CN
90-F7-B2,New H3C Technologies Co._ Ltd,CN
1C-47-F6,Zhidao Network Technology(Shenzhen) Co._Ltd,CN
00-0C-D6,PARTNER TECH,TW
D4-BD-4F,Ruckus Wireless,US
5C-C9-C0,Renesas Electronics (Penang) Sdn. Bhd.,MY
E4-DA-DF,Taicang T&W Electronics,CN
7C-35-F8,Zhejiang Tmall Technology Co._ Ltd.,CN
74-26-FF,zte corporation,CN
C4-27-28,zte corporation,CN
C8-58-95,Motorola Mobility LLC_ a Lenovo Company,US
E8-81-AB,Beijing Sankuai Online Technology Co._Ltd,CN
E881AB  (base 16)Beijing Sankuai Online Technology Co._Ltd,,0
E8-D3-22,Cisco Systems_ Inc,US
2C-33-41,China Mobile IOT Company Limited,CN
AC-56-7B,Sunnovo International Limited,CN
34-D7-37,IBG Industriebeteiligungsgesellschaft mbH &b Co. KG,DE
C0-79-82,TCL King Electrical Appliances(Huizhou)Co._Ltd,CN
7C-C9-5E,Dongguan Liesheng Electronic Co._ Ltd.,CN
9C-C1-2D,GD Midea Air-Conditioning Equipment Co._Ltd.,CN
A0-B4-BF,InfiNet LLC,RU
D0-ED-FF,ZF CVCS,DE
98-8F-E0,IEEE Registration Authority,US
F8-A9-1F,ZVISION Technologies Co._ Ltd,CN
4C-BA-D7,LG Innotek,KR
08-E0-21,Honor Device Co._ Ltd.,CN
8C-C7-C3,NETLINK ICT ,IN
B0-5C-16,Fiberhome Telecommunication Technologies Co._LTD,CN
80-65-7C,Apple_ Inc.,US
DC-80-84,Apple_ Inc.,US
10-2C-8D,GD Midea Air-Conditioning Equipment Co._Ltd.,CN
C0-FB-C1,ITEL MOBILE LIMITED,HK
98-50-A3,SIGNALTEK JSC,RU
DC-36-43,IEEE Registration Authority,US
B0-DD-74,Heimgard Technologies AS,NO
B4-8C-9D,AzureWave Technology Inc.,TW
50-B3-B4,Shenzhen Furuilian Electronic Co._Ltd.,CN
34-B8-83,Cisco Systems_ Inc,US
94-E6-86,Espressif Inc.,CN
F8-28-C9,HUAWEI TECHNOLOGIES CO._LTD,CN
FC-11-93,HUAWEI TECHNOLOGIES CO._LTD,CN
7C-CC-FC,Quectel Wireless Solutions Co._Ltd.,CN
08-00-76,PC LAN TECHNOLOGIES,US
D8-B6-73,Texas Instruments,US
B4-F2-67,Compal Broadband Networks_ Inc.,TW
2C-FD-B4,Shenzhen Jingxun Software Telecommunication Technology Co._Ltd,CN
38-C8-04,Hui Zhou Gaoshengda Technology Co._LTD,CN
E0-07-C2,FUJIAN STAR-NET COMMUNICATION CO._LTD,CN
84-B4-DB,Silicon Laboratories,US
1C-70-C9,Jiangsu Aisida Electronic Co._ Ltd,CN
3C-F7-D1,OMRON Corporation,JP
04-EE-E8,IEEE Registration Authority,US
9C-B8-B4,AMPAK Technology_Inc.,TW
DC-CC-E6,Samsung Electronics Co._Ltd,KR
F0-65-AE,Samsung Electronics Co._Ltd,KR
50-87-4D,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
A0-53-94,Shenzhen zediel co._ Ltd.,CN
18-D7-93,IEEE Registration Authority,US
E8-51-77,Qingdao Intelligent&Precise Electronics Co._Ltd.,CN
38-8A-21,UAB Teltonika Telematics,LT
A0-59-50,Intel Corporate,MY
50-89-D1,Huawei Device Co._ Ltd.,CN
A4-17-52,Hifocus Electronics India Private Limited,IN
00-62-0B,Broadcom Limited,US
40-FE-95,New H3C Technologies Co._ Ltd,CN
E0-6D-18,PIONEERCORPORATION,JP
A4-5F-B9,DreamBig Semiconductor_ Inc.,US
34-5D-9E,Sagemcom Broadband SAS,FR
18-C2-3C,Lumi United Technology Co._ Ltd,CN
04-75-F9,Taicang T&W Electronics,CN
BC-D0-74,Apple_ Inc.,US
D4-35-4A,ALAXALA Networks Corporation,JP
40-E9-9B,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
90-FF-D6,Honor Device Co._ Ltd.,CN
0C-1E-F7,Omni-ID,GB
B4-D2-86,Telechips_ Inc.,KR
58-CF-79,Espressif Inc.,CN
78-62-99,BITSTREAM sp. z o.o.,PL
CC-5B-31,Nintendo Co._Ltd,JP
B0-3C-DC,Intel Corporate,MY
C0-2B-31,Phytium Technology Co._Ltd.,CN
00-0F-32,Lootom Telcovideo Network (Wuxi) Co Ltd,CN
8C-F8-C5,Intel Corporate,MY
08-F8-0D,IEEE Registration Authority,US
BC-45-5B,Samsung Electronics Co._Ltd,KR
78-04-7A,Edge Networks LLC,US
CC-A3-BD,ITEL MOBILE LIMITED,HK
BC-AF-87,smartAC.com_ Inc.,US
10-E8-A7,Wistron Neweb Corporation,TW
A4-EF-15,AltoBeam (China) Inc.,CN
C0-28-0B,Honor Device Co._ Ltd.,CN
9C-EA-97,Honor Device Co._ Ltd.,CN
C8-9B-AD,Honor Device Co._ Ltd.,CN
A0-6C-65,Texas Instruments,US
44-85-02,Shenzhen SuperElectron Technology Co._Ltd.,CN
D4-94-00,HUAWEI TECHNOLOGIES CO._LTD,CN
D4-2C-46,BUFFALO.INC,JP
10-91-A8,Espressif Inc.,CN
80-6A-00,Cisco Systems_ Inc,US
F4-A4-54,IEEE Registration Authority,US
58-FC-C6,TOZO INC,US
84-15-D3,HUAWEI TECHNOLOGIES CO._LTD,CN
1C-45-86,Nintendo Co._Ltd,JP
18-5B-00,Nokia,CA
58-9B-4A,DWnet Technologies(Suzhou) Corporation,CN
F0-AE-66,Cosonic Intelligent Technologies Co._ Ltd.,CN
3C-A9-16,Huawei Device Co._ Ltd.,CN
20-80-97,Shenzhen OXO Technology limited,CN
7C-16-89,Sagemcom Broadband SAS,FR
5C-83-CD,New platforms,RU
50-7C-6F,Intel Corporate,MY
30-5A-99,Sichuan Tianyi Comheart Telecom Co._LTD,CN
60-4D-E1,HUAWEI TECHNOLOGIES CO._LTD,CN
70-4E-6B,HUAWEI TECHNOLOGIES CO._LTD,CN
60-3D-29,HUAWEI TECHNOLOGIES CO._LTD,CN
54-C4-80,HUAWEI TECHNOLOGIES CO._LTD,CN
F4-57-3E,Fiberhome Telecommunication Technologies Co._LTD,CN
A8-61-DF,China Mobile Group Device Co._Ltd.,CN
70-C6-DD,New H3C Technologies Co._ Ltd,CN
C4-1C-07,Samsung Electronics Co._Ltd,KR
40-11-C3,Samsung Electronics Co._Ltd,KR
C4-7D-9F,Samsung Electronics Co._Ltd,KR
38-4B-24,SIEMENS AG,DE
3C-9E-C7,SKY UK LIMITED,GB
28-2A-87,ITEL MOBILE LIMITED,HK
24-26-BA,Shenzhen Toptel Technology Co._ Ltd.,CN
54-6C-EB,Intel Corporate,MY
00-93-37,Intel Corporate,MY
C0-44-42,Apple_ Inc.,US
D4-68-AA,Apple_ Inc.,US
F8-C3-CC,Apple_ Inc.,US
D8-B0-53,Xiaomi Communications Co Ltd,CN
6C-F7-84,Xiaomi Communications Co Ltd,CN
10-A5-1D,Intel Corporate,MY
08-8E-90,Intel Corporate,MY
58-CE-2A,Intel Corporate,MY
04-2B-58,Shenzhen Hanzsung Technology Co._Ltd,CN
B8-12-DA, LVSWITCHES INC.,CN
B812DA  (base 16) LVSWITCHES INC.,,0
A0-D7-F3,Samsung Electronics Co._Ltd,KR
D8-66-EE,BOXIN COMMUNICATION CO._LTD.,CN
98-DD-60,Apple_ Inc.,US
78-90-A2,zte corporation,CN
AC-BC-D9,Cisco Systems_ Inc,US
70-89-F5,Dongguan Lingjie IOT Co._ LTD,CN
94-31-CB,vivo Mobile Communication Co._ Ltd.,CN
B8-20-8E,Panasonic Connect Co._ Ltd.,JP
84-7B-57,Intel Corporate,MY
E8-F9-D4,HUAWEI TECHNOLOGIES CO._LTD,CN
B0-C7-87,HUAWEI TECHNOLOGIES CO._LTD,CN
0C-4F-9B,HUAWEI TECHNOLOGIES CO._LTD,CN
48-2F-D7,HUAWEI TECHNOLOGIES CO._LTD,CN
24-D8-1E,MirWifi_Joint-Stock Company,RU
90-38-0C,Espressif Inc.,CN
7C-21-4A,Intel Corporate,MY
50-84-92,Intel Corporate,MY
98-80-BB,IEEE Registration Authority,US
F0-6C-73,Nokia,CA
9C-75-6E,Ajax Systems DMCC,AE
B4-3D-08,GX International BV,NL
64-CB-E9,LG Innotek,KR
40-B0-A1,VALCOM CO._LTD.,JP
10-3C-59,zte corporation,CN
60-7D-DD,Shenzhen Shichuangyi Electronics Co._Ltd,CN
AC-5E-14,HUAWEI TECHNOLOGIES CO._LTD,CN
20-DF-73,HUAWEI TECHNOLOGIES CO._LTD,CN
48-12-8F,HUAWEI TECHNOLOGIES CO._LTD,CN
BC-22-28,D-Link International,SG
94-7F-1D,Shenzhen Fastrain Technology Co._ Ltd.,CN
A4-C6-9A,Samsung Electronics Co._Ltd,KR
70-B9-BB,Shenzhen Hankvision Technology CO._LTD,CN
D4-8A-3B,HUNAN FN-LINK TECHNOLOGY LIMITED,CN
40-06-D5,Cisco Systems_ Inc,US
C4-CA-2B,Arista Networks,US
40-CA-63,Seongji Industry Company,KR
E4-29-3D,Shenzhen Sy-Fiber Optical Communication Technology.Co._Ltd,CN
9C-56-36,Huawei Device Co._ Ltd.,CN
8C-B8-7E,Intel Corporate,MY
70-1A-B8,Intel Corporate,MY
5C-DF-89,Ruckus Wireless,US
D0-F5-20,KYOCERA Corporation ,JP
70-B6-4F,Guangzhou V-SOLUTION Electronic Technology Co._ Ltd.,CN
B8-94-70,Calix Inc.,US
EC-1C-5D,Siemens AG,DE
D0-3F-27,Wyze Labs Inc,US
50-29-7B,China Mobile Group Device Co._Ltd.,CN
D0-F1-21,Xi'an LINKSCI Technology Co._ Ltd,CN
6C-DD-EF,EPCOMM Inc.,US
B4-20-5B,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
78-44-4A,Shenzhen Aiwinn information Technology Co._ Ltd.,CN
08-8E-DC,Apple_ Inc.,US
A8-4A-28,Apple_ Inc.,US
D8-BE-1F,Apple_ Inc.,US
98-50-2E,Apple_ Inc.,US
58-0A-D4,Apple_ Inc.,US
A4-77-F3,Apple_ Inc.,US
CC-BC-E3,HUAWEI TECHNOLOGIES CO._LTD,CN
08-9E-84,HUAWEI TECHNOLOGIES CO._LTD,CN
10-82-D7,Realme Chongqing Mobile Telecommunications Corp._Ltd.,CN
78-5E-E8,IEEE Registration Authority,US
9C-40-CD,Synclayer Inc.,JP
BC-6A-D1,Xiaomi Communications Co Ltd,CN
08-45-D1,Cisco Systems_ Inc,US
84-27-B6,China Mobile IOT Company Limited,CN
10-B7-A8,CableFree Networks Limited,GB
08-9B-F1,eero inc.,US
30-03-C8,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,CN
2C-B8-ED,SonicWall,US
50-0A-52,Huiwan Technologies Co. Ltd,CN
D4-93-90,CLEVO CO.,TW
B8-8C-29,GD Midea Air-Conditioning Equipment Co._Ltd.,CN
54-44-A3,Samsung Electronics Co._Ltd,KR
40-9C-A6,Curvalux,GB
80-7E-B4,Shenzhen SuperElectron Technology Co._Ltd.,CN
BC-06-2D,Wacom Co._Ltd.,JP
3C-93-F4,HUAWEI TECHNOLOGIES CO._LTD,CN
64-33-B5,IEEE Registration Authority,US
18-E2-15,Nokia,CA
8C-4B-14,Espressif Inc.,CN
18-77-58,Audoo Limited (UK),GB
44-D4-54,Sagemcom Broadband SAS,FR
68-87-C6,Cisco Systems_ Inc,US
80-24-8F,Cisco Systems_ Inc,US
50-4B-9E,Huawei Device Co._ Ltd.,CN
04-7A-AE,Huawei Device Co._ Ltd.,CN
54-A9-D4,Minibar Systems,US
00-00-62,BULL HN INFORMATION SYSTEMS,US
B4-E4-54,Amazon Technologies Inc.,US
0C-43-F9,Amazon Technologies Inc.,US
D4-94-FB,Continental Automotive Systems Inc.,US
D8-80-83,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,CN
FC-42-65,Zhejiang Tmall Technology Co._ Ltd.,CN
C8-C9-A3,Espressif Inc.,CN
E4-3B-C9,HISENSE VISUAL TECHNOLOGY CO._LTD,CN
50-E7-A0,Renesas Electronics (Penang) Sdn. Bhd.,MY
90-E8-68,AzureWave Technology Inc.,TW
4C-50-F1,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
E8-95-26,Luxshare Precision Industry CO._ LTD.,CN
10-41-21,TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO ,BR
3C-7A-F0,ITEL MOBILE LIMITED,HK
48-F3-F3,Baidu Online Network Technology (Beijing) Co._ Ltd,CN
50-41-1C,AMPAK Technology_Inc.,TW
F4-26-79,Intel Corporate,MY
44-A9-2C,IEEE Registration Authority,US
84-AC-16,Apple_ Inc.,US
2C-BC-87,Apple_ Inc.,US
68-F0-D0,SkyBell Technologies Inc.,US
34-B4-72,Espressif Inc.,CN
F8-0C-58,Taicang T&W Electronics,CN
38-61-A5,Grabango Co,US
78-D3-ED,NORMA,KR
8C-1E-D9,Beijing Unigroup Tsingteng Microsystem Co._ LTD.,CN
D4-73-50,DBG Commnunications Technology  Co._ Ltd.,CN
70-DA-17,Austrian Audio GmbH,AT
FC-A8-9B,Texas Instruments,US
98-F0-7B,Texas Instruments,US
50-78-B0,Huawei Device Co._ Ltd.,CN
E4-07-2B,Huawei Device Co._ Ltd.,CN
B0-37-95,LG Electronics,KR
A4-FF-95,Nokia,CA
24-46-E4,HUAWEI TECHNOLOGIES CO._LTD,CN
F4-46-37,Intel Corporate,MY
0C-71-8C,TCT mobile ltd,CN
24-08-5D,Continental Aftermarket & Services GmbH,DE
38-A6-59,Sagemcom Broadband SAS,FR
78-13-05,IEEE Registration Authority,US
68-1B-EF,HUAWEI TECHNOLOGIES CO._LTD,CN
FC-58-DF,Interphone Service,PL
98-10-82,Nsolution Co._ Ltd.,KR
A8-48-FA,Espressif Inc.,CN
50-5D-7A,zte corporation,CN
E4-DC-5F,Cofractal_ Inc.,US
08-1C-6E,Xiaomi Communications Co Ltd,CN
CC-89-6C,GN Hearing A/S,DK
64-50-D6,Liquidtool Systems,CH
50-81-40,HP Inc.,US
4C-AB-4F,Apple_ Inc.,US
9C-58-3C,Apple_ Inc.,US
C4-12-34,Apple_ Inc.,US
3C-A6-F6,Apple_ Inc.,US
34-FE-9E,Fujitsu Limited,JP
38-45-3B,Ruckus Wireless,US
78-06-C9,Huawei Device Co._ Ltd.,CN
E8-A6-CA,Huawei Device Co._ Ltd.,CN
CC-FA-66,Huawei Device Co._ Ltd.,CN
68-96-6A,OHSUNG,KR
00-09-01,Shenzhen Shixuntong Information & Technoligy Co,CN
34-24-3E,zte corporation,CN
98-ED-7E,eero inc.,US
2C-48-81,vivo Mobile Communication Co._ Ltd.,CN
E4-0C-FD,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
58-D6-97,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
54-37-BB,Taicang T&W Electronics,CN
60-F8-F2,Synaptec,GB
F4-63-E7,Nanjing Maxon O.E. Tech. Co._ LTD,CN
88-AE-DD,EliteGroup Computer Systems Co._ LTD,TW
48-22-18,Shenzhen Yipingfang Network Technology Co._ Ltd.,CN
AC-74-B1,Intel Corporate,MY
F4-60-77,Texas Instruments,US
1C-3C-D4,HUAWEI TECHNOLOGIES CO._LTD,CN
F4-E4-51,HUAWEI TECHNOLOGIES CO._LTD,CN
A0-E7-0B,Intel Corporate,MY
04-EE-EE,Laplace System Co._ Ltd.,JP
30-A1-76,Fiberhome Telecommunication Technologies Co._LTD,CN
6C-10-8B,WeLink Communications,US
7C-85-30,Nokia,CA
C0-3C-04,Sagemcom Broadband SAS,FR
A4-D7-3C,Seiko Epson Corporation,JP
00-08-08,PPT Vision_ Inc.,US
F8-8E-A1,Edgecore Networks Corporation,TW
14-89-19,2bps,KR
58-FD-5D,Hangzhou Xinyun technology Co._ Ltd.,CN
A4-55-90,Xiaomi Communications Co Ltd,CN
08-01-0F,Sichuan Tianyi Comheart Telecom Co._LTD,CN
04-71-53,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,CN
40-C4-8C,N-iTUS CO._LTD.,KR
4C-71-67,PoLabs d.o.o.,SI
48-E7-DA,AzureWave Technology Inc.,TW
F8-BA-E6,Nokia,CA
BC-EC-A0,COMPAL INFORMATION (KUNSHAN) CO._ LTD. ,CN
24-A7-99,Huawei Device Co._ Ltd.,CN
7C-3E-74,Huawei Device Co._ Ltd.,CN
18-52-07,Sichuan Tianyi Comheart Telecom Co._LTD,CN
C4-23-60,Intel Corporate,MY
10-3D-1C,Intel Corporate,MY
38-87-D5,Intel Corporate,MY
1C-D1-07,Realme Chongqing Mobile Telecommunications Corp._Ltd.,CN
DC-21-5C,Intel Corporate,MY
9C-1C-37,AltoBeam (China) Inc.,CN
2C-08-23,Sercomm France Sarl,FR
B8-A3-77,Cisco Systems_ Inc,US
E4-4E-2D,Cisco Systems_ Inc,US
98-42-65,Sagemcom Broadband SAS,FR
80-65-59,EM Microelectronic,CH
D0-47-C1,Elma Electronic AG,CH
E0-C6-3C,Sichuan Tianyi Comheart Telecom Co._LTD,CN
C0-CC-42,Sichuan Tianyi Comheart Telecom Co._LTD,CN
78-D9-E9,MOMENTUM IOT,US
C8-7B-23,Bose Corporation,US
8C-19-B5,Arcadyan Corporation,TW
D8-9A-C1,Nokia,CA
F0-B1-1D,Nokia,CA
7C-D9-F4,UAB Teltonika Telematics,LT
F8-97-53,Huawei Device Co._ Ltd.,CN
58-94-AE,Huawei Device Co._ Ltd.,CN
B0-3A-CE,Huawei Device Co._ Ltd.,CN
34-AB-95,Espressif Inc.,CN
C4-91-CF,Luxul ,US
84-AB-26,Tiinlab Corporation,CN
58-35-6B,TECNO MOBILE LIMITED,HK
F8-4C-DA,HUAWEI TECHNOLOGIES CO._LTD,CN
A4-D7-95,Wingtech Mobile Communications Co._Ltd,CN
A4-05-6E,Tiinlab Corporation,CN
00-04-7D,Motorola Solutions Inc.,US
A8-93-4A,CHONGQING FUGUI ELECTRONICS CO._LTD.,CN
FC-4E-A4,Apple_ Inc.,US
F4-BE-EC,Apple_ Inc.,US
54-E6-1B,Apple_ Inc.,US
64-64-4A,Beijing Xiaomi Mobile Software Co._ Ltd,CN
E8-9E-0C,MAX8USA DISTRIBUTORS INC.,US
64-80-8B,VG Controls_ Inc.,US
20-89-6F,Fiberhome Telecommunication Technologies Co._LTD,CN
F4-FB-B8,HUAWEI TECHNOLOGIES CO._LTD,CN
00-04-AD,Malibu Networks,US
CC-68-B6,TP-Link Corporation Limited,HK
14-DD-9C,vivo Mobile Communication Co._ Ltd.,CN
CC-33-31,Texas Instruments,US
A4-39-B6,SHENZHEN PEIZHE MICROELECTRONICS CO .LTD,CN
BC-FF-4D,Espressif Inc.,CN
C4-5B-BE,Espressif Inc.,CN
00-26-18,ASUSTek COMPUTER INC.,TW
A0-70-B7,HUAWEI TECHNOLOGIES CO._LTD,CN
78-B5-54,Huawei Device Co._ Ltd.,CN
68-9E-6A,Huawei Device Co._ Ltd.,CN
28-2B-96,Huawei Device Co._ Ltd.,CN
1C-D1-E0,Cisco Systems_ Inc,US
E8-FD-35,Huawei Device Co._ Ltd.,CN
EC-C5-D2,Huawei Device Co._ Ltd.,CN
24-45-6B,Huawei Device Co._ Ltd.,CN
48-38-71,Huawei Device Co._ Ltd.,CN
44-BD-DE,BHTC GmbH,DE
8C-2A-8E,DongGuan Ramaxel Memory Technology,CN
80-07-1B,VSOLUTION TELECOMMUNICATION TECHNOLOGY CO._LTD.,CN
B8-14-DB,OHSUNG,KR
FC-13-F0,Bouffalo Lab (Nanjing) Co._ Ltd.,CN
FC-9C-98,Arlo Technology,US
B4-60-8C,Fiberhome Telecommunication Technologies Co._LTD,CN
40-44-FD,Realme Chongqing Mobile Telecommunications Corp._Ltd.,CN
64-6E-E0,Intel Corporate,MY
04-56-E5,Intel Corporate,MY
88-46-04,Xiaomi Communications Co Ltd,CN
F4-02-23,PAX Computer Technology(Shenzhen) Ltd.,CN
64-79-F0,Intel Corporate,MY
8/10/86,NEC Platforms_ Ltd.,JP
78-65-3B,Shaoxing Ourten Electronics Co._ Ltd.,CN
E0-E6-56,Nethesis  srl,IT
84-1E-A3,Sagemcom Broadband SAS,FR
1C-6E-E6,NHNETWORKS,KR
08-F6-06,zte corporation,CN
